plan_tier,contract_type,auto_renew,tenure_months,seat_count,monthly_fee,discount_flag,logins_30d,active_days_30d,feature_usage_score,avg_session_minutes,onboarding_completed,time_to_first_value_days,tickets_30d,payment_failures_30d,nps_proxy,cohort_month,churn_next_30d
pro,monthly,1,4,178,74.69,0,23,17,0.673,14.96,1,5.4,3,1,41.1,2,0
pro,annual,1,26,120,48.78,0,20,12,0.493,7.66,1,26.5,3,0,51.5,3,0
pro,annual,1,29,166,47.31,1,14,19,0.571,12.53,0,14.2,4,0,27.9,6,0
basic,monthly,1,32,87,16.66,0,8,4,0.631,13.44,1,19.5,6,1,-2.4,2,0
basic,monthly,1,20,40,21.5,0,16,11,0.776,17.09,0,18.1,1,0,43.9,7,0
basic,monthly,1,4,188,16.64,1,11,18,0.742,15.01,0,19.8,2,3,40.8,19,0
pro,monthly,1,6,135,61.06,0,18,18,0.733,15.57,1,5.5,5,0,20.7,0,0
pro,monthly,1,15,62,66.15,0,17,11,0.962,14.23,1,0.0,5,0,27.3,14,0
basic,monthly,1,30,169,22.76,0,11,9,0.474,9.49,1,22.0,1,2,45.6,14,0
pro,monthly,0,35,2,63.74,0,10,11,0.478,14.68,0,10.3,1,0,37.3,12,0
basic,monthly,1,32,186,24.8,0,8,13,0.518,7.3,0,26.8,1,1,57.9,5,0
basic,annual,1,14,116,26.99,0,12,11,0.797,17.36,1,24.5,1,0,23.5,15,0
basic,monthly,1,21,118,23.37,0,12,12,0.696,14.55,1,8.0,3,2,15.1,10,1
basic,monthly,1,2,3,21.66,0,16,14,0.766,11.59,0,12.9,3,1,52.0,20,0
pro,monthly,1,38,36,52.86,0,7,11,0.674,7.28,1,4.5,1,1,42.9,17,0
enterprise,monthly,0,16,144,172.07,1,23,13,0.796,12.57,0,2.5,4,2,30.0,16,1
basic,monthly,1,24,112,27.28,1,17,9,0.532,9.29,1,14.1,0,0,44.3,5,0
basic,annual,1,21,26,23.37,0,13,13,0.416,5.75,1,19.8,3,0,0.9,4,1
pro,annual,0,13,133,77.59,0,15,13,0.697,10.47,1,2.3,2,1,46.2,16,0
enterprise,monthly,1,8,149,196.08,0,14,10,0.731,15.09,1,10.8,0,1,60.7,10,0
pro,monthly,1,45,55,32.74,0,6,13,0.604,11.6,1,6.6,1,1,88.4,20,0
basic,monthly,0,5,138,22.9,0,13,18,0.68,11.36,1,10.7,1,1,50.7,11,0
pro,monthly,1,45,194,69.55,0,10,13,0.714,7.58,0,13.9,3,0,54.3,23,1
basic,monthly,0,5,97,32.65,0,16,15,0.815,12.34,1,14.0,2,0,45.4,4,0
enterprise,annual,1,4,46,207.69,0,11,17,0.615,16.41,1,4.2,4,0,42.5,13,0
basic,monthly,1,43,192,30.28,0,8,12,0.498,11.1,1,12.1,4,0,7.3,19,0
pro,monthly,1,45,182,46.28,0,4,15,0.373,9.15,1,4.4,3,4,3.5,9,0
basic,monthly,1,42,91,19.1,0,8,3,0.393,12.6,1,12.8,2,0,10.9,0,0
basic,monthly,1,37,85,26.09,0,8,9,0.685,15.9,1,6.5,1,0,39.4,8,0
pro,annual,1,23,166,40.48,1,12,8,0.838,17.17,0,19.4,1,0,48.6,13,0
pro,monthly,0,5,1,50.02,1,22,21,0.816,13.93,1,5.9,3,1,22.0,8,0
basic,monthly,1,28,63,18.29,1,10,15,0.805,7.9,1,4.5,3,2,50.7,21,0
enterprise,monthly,1,24,109,147.48,1,9,7,0.869,16.19,1,6.7,3,2,-5.6,6,1
pro,annual,1,35,131,71.91,0,10,9,0.703,11.04,1,7.5,2,1,50.5,14,0
basic,monthly,1,1,126,30.29,0,19,9,0.692,10.57,0,15.1,1,0,44.9,13,0
basic,monthly,0,3,74,22.79,0,11,14,0.436,7.69,1,2.3,5,0,31.2,1,0
basic,monthly,1,28,174,19.04,1,10,13,0.277,11.29,1,11.2,2,2,22.7,5,0
pro,monthly,0,41,130,74.23,0,2,9,0.622,14.6,0,15.0,4,0,20.4,12,0
basic,annual,1,44,108,23.69,0,10,9,0.523,9.14,1,14.5,3,0,42.9,4,1
basic,monthly,1,27,187,18.65,1,14,13,0.593,13.49,1,18.1,5,0,-2.2,19,0
enterprise,monthly,1,17,19,176.9,0,14,24,0.629,15.07,1,11.0,3,1,30.2,1,0
enterprise,monthly,0,22,142,176.27,0,7,10,0.665,13.09,1,10.0,3,2,45.5,22,0
pro,monthly,1,24,185,70.04,0,7,16,0.835,13.01,0,17.4,4,3,33.6,17,1
enterprise,monthly,1,29,132,215.1,0,11,11,0.554,10.87,0,10.6,1,0,60.9,5,0
pro,annual,1,10,113,62.04,0,20,18,0.676,10.09,1,13.6,2,0,31.6,13,0
pro,monthly,1,18,73,53.64,1,13,16,0.582,13.78,1,7.5,3,3,19.8,15,0
pro,monthly,1,25,55,48.77,0,9,12,0.39,13.76,1,6.9,4,0,24.6,15,1
basic,monthly,1,40,109,20.63,1,6,14,0.501,11.4,0,,4,1,5.7,23,1
basic,annual,1,38,179,23.9,0,6,16,0.413,9.14,1,14.6,6,0,-12.4,19,1
basic,monthly,1,36,92,23.56,0,9,13,0.499,12.47,1,14.0,1,0,41.6,21,0
pro,monthly,0,10,25,52.85,0,14,13,0.709,9.54,1,12.5,2,3,49.3,17,0
basic,monthly,1,19,97,22.14,0,13,16,0.183,12.87,1,3.7,7,1,-4.7,22,0
basic,monthly,1,26,20,26.86,1,11,19,0.76,15.98,1,16.3,3,2,35.7,11,0
pro,annual,0,46,187,74.03,0,6,6,1.0,15.49,1,6.9,0,0,78.3,4,0
basic,monthly,1,17,107,24.37,0,16,9,0.405,9.14,1,6.6,5,1,28.9,4,0
basic,monthly,0,44,43,21.78,0,7,18,0.468,10.24,1,9.2,3,1,39.0,1,1
pro,monthly,1,35,125,56.51,1,10,10,0.547,6.06,1,3.1,1,2,40.6,1,0
pro,monthly,0,30,108,55.58,0,19,19,0.499,8.7,1,10.0,5,1,16.8,21,1
basic,monthly,1,33,102,28.83,0,15,11,0.933,15.8,1,9.4,1,3,,12,1
basic,monthly,1,38,118,21.23,0,10,11,0.518,8.79,1,11.5,3,1,37.1,1,0
basic,monthly,0,33,185,13.77,0,8,16,0.699,19.36,1,9.2,3,1,,4,0
pro,annual,1,32,171,59.29,0,11,16,0.906,11.95,1,7.2,3,0,73.1,1,1
pro,annual,1,18,53,55.59,0,9,8,0.883,10.51,0,7.2,1,0,77.8,14,0
basic,monthly,1,20,48,22.07,0,12,15,0.776,13.67,1,0.0,2,1,63.4,6,0
pro,annual,0,28,198,51.14,0,13,10,0.457,11.89,1,24.0,1,0,34.9,9,0
basic,annual,1,40,129,11.33,0,9,14,0.739,16.53,1,12.2,0,0,47.6,9,0
basic,monthly,1,31,4,32.88,0,11,13,0.505,10.26,1,29.7,5,1,28.8,5,1
enterprise,monthly,1,47,106,174.86,0,6,11,1.0,11.33,1,7.5,0,0,58.3,19,0
basic,monthly,1,32,24,21.86,0,10,10,0.415,8.74,1,11.8,2,2,7.4,14,1
basic,monthly,1,19,6,22.75,0,8,5,0.359,13.77,0,16.2,5,1,13.9,14,1
basic,monthly,1,27,37,27.52,0,8,10,0.565,16.31,1,15.4,3,1,53.0,16,0
pro,monthly,0,29,51,53.18,0,17,17,0.8,11.01,1,8.6,3,1,17.1,20,0
enterprise,annual,1,41,16,265.49,0,9,14,0.442,10.2,1,0.0,7,0,,9,0
enterprise,monthly,1,12,167,134.88,0,15,10,0.691,16.29,1,1.6,2,1,30.4,9,0
basic,annual,1,11,88,35.57,0,16,18,0.366,12.4,1,4.7,6,0,3.4,8,0
basic,monthly,0,9,110,29.78,0,15,15,0.73,10.61,1,12.6,2,2,60.9,18,0
pro,monthly,1,2,173,61.52,1,16,16,0.582,7.93,1,8.9,2,0,36.7,7,0
basic,annual,1,32,167,25.88,0,9,8,0.766,10.57,1,12.6,2,0,55.1,15,0
pro,monthly,1,46,164,65.43,0,4,19,0.555,13.8,1,3.6,1,1,39.6,2,0
pro,monthly,1,29,40,38.52,1,12,15,0.738,7.87,1,0.7,4,1,42.8,20,0
basic,monthly,1,2,149,14.57,0,10,19,0.315,10.42,1,18.8,4,0,32.9,19,0
pro,monthly,1,17,199,61.15,0,14,11,0.664,10.81,0,15.1,3,1,29.2,2,0
basic,monthly,0,43,2,22.73,0,3,4,0.366,7.92,1,15.4,1,1,27.8,4,0
basic,monthly,1,2,173,24.19,0,19,11,0.839,11.49,0,23.6,4,2,24.6,3,0
pro,monthly,1,29,173,58.49,0,8,16,0.877,15.8,1,0.0,0,1,72.4,5,0
basic,monthly,1,21,168,16.05,0,13,9,0.602,13.13,1,12.3,3,0,13.3,9,1
pro,monthly,0,44,79,60.55,1,6,18,0.868,16.23,1,14.6,3,0,49.5,4,0
pro,monthly,0,24,40,47.56,1,11,10,0.593,9.04,1,0.5,1,3,48.2,19,1
enterprise,monthly,1,27,146,204.0,0,12,15,0.874,8.12,1,1.1,2,1,55.1,18,0
enterprise,monthly,0,34,124,144.52,1,9,13,0.749,12.96,1,1.0,1,1,52.3,2,0
basic,monthly,1,39,145,33.16,0,6,11,0.656,11.82,0,8.7,3,0,42.9,11,0
basic,annual,0,24,51,20.03,1,11,12,0.586,9.96,1,15.3,0,1,40.3,3,0
pro,monthly,1,34,36,66.21,0,10,9,0.673,6.02,0,15.0,3,2,-6.3,0,1
enterprise,monthly,1,38,180,139.57,0,11,21,0.438,13.13,0,6.4,4,2,25.7,0,0
basic,monthly,1,25,103,27.71,0,5,14,0.447,1.75,0,6.8,2,2,12.4,5,0
basic,annual,1,34,170,24.88,0,19,8,0.89,15.39,1,6.7,2,1,52.9,3,0
basic,monthly,1,17,185,19.55,1,16,8,0.543,13.17,0,24.3,3,4,11.3,6,1
basic,monthly,1,17,92,19.67,0,22,17,0.435,12.34,1,4.7,2,1,45.0,16,0
pro,monthly,0,0,53,72.82,0,15,14,0.693,11.87,1,0.0,2,0,31.0,4,0
basic,monthly,1,32,179,22.73,1,11,6,0.29,2.83,1,10.8,7,0,-25.3,13,1
pro,monthly,1,12,143,75.1,0,17,24,0.599,6.69,1,0.3,5,1,26.1,10,0
pro,monthly,1,39,133,59.32,0,7,1,0.718,9.71,1,17.6,1,3,59.6,4,1
pro,monthly,0,45,191,59.56,1,2,9,0.773,18.1,1,8.3,0,1,71.5,21,0
basic,monthly,0,42,50,24.0,0,9,12,0.627,14.54,1,9.1,2,1,23.8,13,0
basic,monthly,1,13,72,20.43,0,12,10,0.837,12.39,1,9.2,3,3,23.5,0,0
pro,annual,0,31,8,50.67,0,9,16,0.563,9.45,0,9.8,4,0,30.3,5,0
pro,monthly,0,36,78,51.86,0,12,15,0.414,10.79,0,10.4,8,1,,3,1
basic,annual,0,24,89,19.88,0,13,14,0.499,13.45,1,25.9,3,0,7.9,9,0
pro,annual,1,24,91,46.71,0,15,13,0.582,12.31,1,13.1,3,0,31.4,8,0
basic,annual,0,21,31,24.72,0,10,15,0.598,7.32,0,16.0,2,0,74.8,18,0
pro,annual,0,14,161,56.97,0,12,12,0.632,16.01,1,8.6,3,0,,10,0
basic,monthly,0,27,98,23.53,0,10,7,0.59,12.89,0,12.8,1,2,33.0,16,0
basic,monthly,1,47,88,17.14,0,5,15,0.582,9.89,1,17.4,2,2,29.4,4,0
basic,monthly,0,10,172,25.55,0,13,20,0.723,13.31,0,0.0,3,1,23.3,2,0
basic,monthly,0,2,97,18.18,0,16,14,0.561,14.92,1,7.7,3,2,44.1,11,0
basic,monthly,1,2,178,30.36,0,16,14,0.601,12.67,1,4.7,5,1,39.9,22,0
basic,monthly,1,27,45,24.54,0,10,12,0.884,14.54,0,22.4,1,2,64.9,9,0
basic,monthly,0,12,170,18.82,1,16,9,0.269,14.13,1,10.9,4,5,13.8,8,1
pro,annual,1,22,197,56.48,0,8,10,0.717,10.34,0,2.4,1,0,50.5,22,0
basic,monthly,0,45,150,19.84,0,4,15,0.543,8.3,0,16.1,1,2,71.5,22,0
pro,monthly,1,3,178,57.62,0,15,15,0.692,10.74,1,6.7,1,0,64.7,0,0
pro,monthly,1,8,148,42.6,0,15,20,0.788,15.26,1,15.6,3,0,62.5,0,0
basic,monthly,1,10,120,31.55,0,18,17,0.413,13.35,1,12.4,5,0,-15.5,21,0
basic,annual,1,21,152,34.36,0,19,13,0.461,11.25,1,,4,0,38.2,13,0
pro,monthly,1,33,192,45.33,0,10,15,0.816,10.35,1,7.0,2,2,57.0,17,0
pro,monthly,0,8,121,46.68,1,12,12,0.655,17.27,1,0.0,1,2,67.3,6,0
basic,monthly,1,5,137,25.35,0,19,8,0.391,6.86,1,5.7,3,2,47.4,3,0
pro,monthly,1,4,16,51.1,1,19,19,0.825,11.58,0,0.8,1,4,42.7,8,0
basic,monthly,1,38,191,21.12,1,9,14,0.677,9.95,0,28.7,1,3,54.3,11,1
basic,annual,0,1,155,24.41,0,17,26,0.592,14.73,1,7.7,3,1,13.9,13,0
pro,monthly,1,30,33,47.11,0,12,11,0.757,12.01,0,16.5,3,2,59.4,21,0
basic,monthly,1,27,58,20.2,0,13,16,0.664,16.92,1,4.5,4,0,11.2,5,0
pro,monthly,1,4,45,51.21,0,19,11,0.666,14.4,1,4.2,2,1,14.9,5,0
basic,monthly,1,26,64,19.42,0,12,10,0.618,8.91,0,14.6,0,0,39.3,6,0
pro,annual,1,13,177,54.39,0,13,23,0.468,9.85,0,15.7,1,2,31.1,12,0
basic,annual,1,24,93,16.32,0,6,4,0.525,9.55,1,9.6,4,0,6.0,10,0
basic,monthly,1,6,84,22.98,0,19,14,0.736,16.57,1,6.6,0,0,61.7,20,0
basic,monthly,1,32,156,18.82,1,9,19,0.958,16.28,1,0.0,0,3,81.2,22,0
basic,monthly,1,38,74,29.72,0,6,6,0.584,6.75,1,23.9,9,0,-38.4,2,0
pro,monthly,0,0,177,43.57,0,18,12,0.519,12.69,0,9.4,2,1,,10,0
basic,monthly,0,25,151,25.61,0,13,17,0.498,10.8,1,8.1,5,1,14.9,15,0
basic,annual,1,31,52,21.15,1,9,8,0.301,5.98,1,7.0,5,1,20.0,19,0
basic,monthly,1,0,126,12.2,1,11,14,0.683,9.62,1,18.9,5,2,20.7,4,1
basic,monthly,0,34,97,15.02,0,11,10,0.57,10.77,1,6.5,6,2,21.7,20,1
pro,annual,1,26,69,72.86,0,11,18,0.51,4.42,1,3.6,8,0,-30.6,1,0
basic,annual,1,14,181,26.39,0,13,18,0.528,11.83,0,17.7,3,0,28.3,9,0
enterprise,monthly,1,23,80,180.06,0,12,11,0.889,13.59,1,13.8,1,1,46.8,19,0
basic,monthly,0,32,24,20.68,0,9,1,0.571,10.66,1,10.4,3,2,38.5,19,0
pro,monthly,1,30,82,70.3,1,4,13,0.558,11.46,1,6.8,3,1,36.8,15,0
basic,annual,1,37,103,23.36,0,9,16,0.746,11.8,1,9.8,2,0,56.5,6,0
basic,monthly,0,1,26,28.9,0,21,17,0.624,8.37,1,7.7,4,4,33.3,20,1
pro,monthly,1,37,148,57.35,0,14,15,0.544,9.34,1,17.6,5,0,24.3,6,0
enterprise,monthly,1,1,46,166.27,1,20,16,0.767,10.27,0,7.6,3,0,40.5,23,0
pro,monthly,1,31,19,62.08,1,7,11,0.301,11.7,1,8.9,2,3,19.7,12,0
basic,monthly,1,16,107,26.38,0,18,11,0.609,8.46,0,13.1,3,4,46.9,4,1
basic,annual,0,3,33,27.12,0,10,13,1.0,12.34,1,14.1,0,1,58.5,12,0
pro,monthly,0,33,156,45.23,0,6,11,0.878,13.35,0,12.2,2,2,42.7,6,0
basic,monthly,0,26,14,21.13,1,8,15,0.531,6.61,1,12.0,4,2,30.1,5,0
pro,annual,0,31,84,60.68,0,7,8,0.726,10.99,1,7.0,2,0,41.2,0,0
pro,monthly,1,18,11,57.19,0,19,13,0.779,12.74,1,0.0,3,2,31.9,10,0
pro,monthly,0,13,77,81.32,0,22,15,0.791,13.21,0,12.1,1,1,74.0,14,0
pro,monthly,1,29,186,70.7,0,11,10,0.66,12.98,0,1.6,3,2,-7.4,7,0
pro,monthly,0,10,130,49.6,0,11,7,0.289,7.41,1,7.8,9,2,-17.1,8,1
basic,monthly,0,38,107,28.24,0,8,15,0.498,7.67,1,7.4,3,1,-5.7,7,0
basic,monthly,0,32,32,10.39,1,9,7,0.453,9.28,1,9.1,2,1,31.9,2,0
pro,monthly,1,47,63,67.82,1,6,12,0.663,12.53,0,12.6,3,1,46.8,15,0
basic,monthly,1,1,76,28.02,0,8,14,0.426,9.65,1,11.4,3,2,31.4,6,1
basic,monthly,1,28,116,27.74,0,11,18,0.67,8.64,1,0.0,3,2,23.1,10,1
basic,annual,0,26,42,19.02,0,15,23,0.926,20.17,0,14.2,2,0,58.1,15,0
pro,monthly,1,41,199,53.65,0,9,17,0.856,10.73,0,14.1,1,2,44.6,23,0
pro,annual,1,20,130,73.24,0,9,9,0.668,8.0,0,21.9,2,0,21.2,6,0
pro,monthly,1,44,63,52.77,0,7,11,0.953,11.6,0,28.0,1,0,46.1,4,0
basic,monthly,0,11,23,24.37,0,17,15,0.73,14.97,0,28.4,4,2,13.1,9,0
basic,monthly,0,41,119,22.87,1,10,12,0.692,13.86,0,12.1,2,1,51.5,13,0
basic,monthly,0,24,90,30.55,0,12,13,0.457,16.1,1,13.8,2,0,72.7,1,0
basic,monthly,1,45,135,23.98,0,4,16,0.534,8.17,1,17.3,3,0,32.8,7,1
pro,monthly,1,10,119,46.81,0,17,14,0.786,11.81,1,10.6,1,3,45.7,4,0
pro,monthly,1,12,128,71.17,1,25,19,1.0,17.04,1,6.4,3,0,26.5,11,1
basic,monthly,1,27,166,24.33,0,14,9,0.819,9.77,1,12.5,3,1,28.7,11,0
basic,monthly,1,26,105,19.37,0,15,15,0.667,15.48,0,19.2,4,2,7.5,16,0
basic,monthly,1,7,145,28.38,0,15,7,0.589,11.64,1,7.2,0,1,37.6,12,0
pro,monthly,0,31,72,72.92,0,3,15,0.818,10.51,1,8.5,3,3,28.8,11,0
pro,monthly,1,19,188,56.76,0,20,14,0.777,7.51,1,0.0,3,0,34.9,5,0
basic,monthly,0,7,82,28.57,0,19,9,0.836,14.58,1,25.3,5,1,9.4,8,0
pro,monthly,0,24,136,50.78,0,9,11,0.483,15.33,1,4.9,4,6,34.9,20,0
basic,monthly,1,33,199,21.82,0,12,15,0.567,12.42,1,14.5,1,2,63.6,13,0
basic,monthly,1,1,70,22.08,0,22,10,0.697,13.37,1,,5,1,16.4,23,1
enterprise,monthly,1,44,21,178.89,0,6,8,1.0,14.79,1,8.1,3,1,16.3,2,0
basic,monthly,1,29,47,28.43,1,13,11,0.912,16.24,1,15.0,0,1,,18,0
basic,annual,0,12,49,19.6,0,12,16,0.298,13.47,0,24.1,5,0,13.1,5,0
pro,monthly,1,36,12,58.01,1,9,4,0.552,2.66,1,8.0,1,0,,0,0
basic,annual,0,40,109,23.09,0,8,14,0.548,10.33,1,16.3,2,0,15.3,17,0
pro,monthly,1,45,56,52.62,0,10,11,0.458,8.89,1,10.3,1,0,64.3,11,0
basic,monthly,1,37,20,29.23,0,13,17,0.861,13.73,1,3.7,0,1,53.0,11,0
basic,monthly,1,9,28,25.18,1,20,16,0.583,10.31,0,17.7,4,3,12.2,4,0
basic,monthly,1,7,55,28.25,0,20,20,0.772,13.97,1,10.2,4,1,15.7,21,0
basic,monthly,1,10,74,21.15,0,17,15,0.529,12.18,1,15.2,1,1,32.1,16,0
basic,annual,1,42,194,27.51,0,9,7,0.635,6.06,1,15.7,3,1,23.5,14,0
basic,monthly,0,14,140,19.83,0,16,15,0.316,3.36,1,12.3,3,1,16.5,2,1
pro,monthly,1,15,143,55.6,0,16,16,0.491,13.21,1,9.9,1,1,23.7,8,1
basic,monthly,0,42,138,24.53,0,8,9,0.374,7.75,1,12.5,2,1,-8.3,3,1
basic,monthly,1,9,160,20.9,0,12,11,0.253,14.67,1,8.2,2,1,28.4,14,0
basic,annual,1,19,64,30.26,0,9,2,0.746,15.03,0,25.1,2,0,33.8,1,0
basic,monthly,1,14,20,22.11,0,13,16,0.558,5.99,1,15.2,4,0,-0.1,12,0
basic,monthly,1,14,102,23.9,0,11,12,0.751,10.12,1,23.1,3,0,36.1,12,0
pro,annual,0,28,1,45.06,0,9,10,0.66,12.68,1,6.6,3,0,31.2,21,0
basic,annual,1,35,44,30.19,0,13,9,0.764,11.24,0,14.3,2,0,59.7,2,0
pro,monthly,1,12,150,67.3,0,11,10,0.853,12.6,0,1.1,1,0,17.5,23,0
enterprise,monthly,1,1,101,150.07,0,23,17,0.739,9.11,1,21.6,1,1,49.8,16,0
basic,annual,1,30,138,30.34,0,19,15,0.597,12.62,1,15.0,5,0,6.2,13,0
basic,monthly,1,26,102,19.35,1,14,12,0.624,11.81,1,16.5,1,0,31.2,2,0
basic,monthly,0,31,109,25.15,0,14,8,0.762,14.84,1,22.1,3,1,48.6,0,0
pro,monthly,0,21,60,51.59,0,13,11,0.675,11.91,1,8.8,3,0,36.7,9,0
basic,annual,1,37,44,27.73,0,9,9,0.625,9.87,1,,4,0,21.6,20,1
pro,annual,0,29,52,74.21,0,12,12,0.415,10.9,1,13.3,2,0,17.4,20,1
pro,monthly,0,36,159,49.69,0,8,14,0.522,12.22,1,6.5,2,1,48.0,13,0
pro,monthly,1,35,195,72.94,0,10,10,0.549,11.3,1,0.0,4,1,-8.2,7,0
basic,monthly,1,23,17,17.09,0,9,19,0.654,15.61,1,21.0,2,1,54.8,21,0
enterprise,monthly,1,15,107,233.11,0,12,10,0.634,8.55,1,1.3,8,0,-21.9,12,1
basic,annual,1,27,94,24.01,1,15,6,0.581,14.21,1,7.5,5,2,7.8,4,1
basic,monthly,1,30,112,25.69,0,11,11,0.531,7.53,0,22.6,1,0,62.8,13,0
basic,monthly,1,27,47,29.76,0,13,10,0.561,13.33,0,5.8,0,2,71.3,17,0
enterprise,annual,1,25,2,200.08,0,13,26,0.917,7.34,1,8.5,2,0,55.3,14,0
pro,monthly,0,16,41,64.46,0,18,12,0.71,11.36,0,15.4,1,1,55.2,20,0
pro,annual,0,6,37,60.61,0,17,7,0.636,14.68,1,14.3,1,1,43.1,6,0
basic,monthly,1,20,11,22.97,0,7,12,0.633,10.56,1,15.5,1,1,61.3,13,0
enterprise,annual,1,42,71,167.99,0,2,10,1.0,13.69,0,18.3,3,0,53.9,4,0
basic,monthly,0,34,137,22.42,1,7,7,0.57,12.21,1,17.3,6,4,,0,1
basic,monthly,0,36,193,22.07,0,7,13,0.33,2.97,1,20.7,5,0,-12.1,20,1
enterprise,monthly,1,35,131,162.29,0,12,15,0.513,11.93,1,5.1,3,2,29.0,23,0
basic,monthly,1,44,35,17.01,0,9,12,0.5,8.08,1,5.9,2,0,31.9,22,0
basic,monthly,1,10,73,20.85,0,14,12,0.345,12.84,1,6.2,3,2,7.8,17,0
pro,monthly,0,34,61,68.87,0,5,10,0.239,9.06,1,11.6,4,2,7.3,22,1
basic,monthly,0,3,43,22.86,0,22,12,0.497,11.71,1,10.2,1,3,63.8,1,0
basic,annual,1,11,198,20.21,0,14,8,0.619,8.05,1,8.3,1,0,54.4,1,0
basic,monthly,0,1,131,20.76,0,19,20,0.799,15.08,1,18.3,4,0,,5,0
basic,monthly,0,20,96,28.25,0,16,23,0.547,11.07,1,15.3,2,1,30.0,5,0
pro,annual,1,6,87,60.3,0,24,11,0.726,7.7,1,17.3,6,1,4.8,11,0
pro,monthly,1,18,64,41.6,1,13,10,0.763,10.9,1,9.6,3,1,38.9,16,0
basic,annual,0,6,83,23.46,0,17,9,0.565,13.25,1,15.2,3,0,27.9,7,0
basic,monthly,1,1,127,36.03,0,17,17,0.43,10.83,1,9.5,4,0,31.7,4,0
basic,monthly,1,22,185,31.1,0,15,9,0.941,15.62,1,0.0,0,1,61.1,13,0
pro,monthly,0,19,99,61.35,0,11,15,0.492,9.7,1,4.7,4,1,33.2,20,0
enterprise,annual,1,20,37,175.24,0,12,14,0.825,16.42,0,9.5,4,0,,22,0
enterprise,monthly,1,16,191,124.75,0,19,13,0.61,15.72,1,0.0,3,2,46.5,20,0
basic,monthly,1,19,63,21.78,0,15,18,0.57,6.0,0,19.0,2,1,70.1,16,0
basic,annual,1,0,17,27.72,0,27,14,0.624,13.35,0,,1,0,81.0,4,0
basic,monthly,1,22,109,30.3,0,10,12,0.514,15.46,0,15.2,4,0,37.0,3,1
pro,annual,0,40,158,62.43,0,4,6,0.452,11.98,1,10.3,4,0,48.5,17,0
basic,annual,1,6,52,20.64,0,17,4,0.487,10.64,1,8.5,3,0,11.1,6,0
pro,annual,1,6,56,59.92,0,22,19,0.872,9.1,1,7.0,5,0,11.3,8,0
pro,annual,0,37,58,58.51,0,13,10,0.4,9.3,0,10.4,2,0,32.3,12,0
basic,annual,1,24,161,28.6,0,10,17,0.844,11.37,1,13.8,3,0,49.1,17,0
basic,monthly,1,12,191,25.7,0,13,11,0.567,13.88,1,15.5,5,2,11.9,22,1
basic,annual,1,37,169,25.65,0,6,11,0.679,14.9,1,22.3,1,0,,14,0
basic,annual,1,15,46,25.25,0,15,14,0.36,9.5,1,8.6,4,0,26.9,12,0
basic,monthly,1,29,169,26.35,0,8,9,0.523,8.13,1,10.7,5,0,8.4,4,1
pro,monthly,1,26,62,51.54,0,12,6,0.55,4.75,1,14.7,5,2,3.6,16,0
basic,annual,1,8,173,28.15,0,13,9,0.603,13.22,0,16.0,2,0,45.9,16,0
basic,monthly,1,36,198,25.12,0,6,7,0.353,11.47,1,15.0,1,1,41.3,13,0
pro,monthly,1,29,143,65.69,0,13,12,0.558,4.92,1,5.0,1,0,37.9,8,0
pro,monthly,1,10,191,59.52,0,17,18,1.0,15.4,1,10.4,0,0,63.5,23,0
basic,monthly,1,36,29,17.93,1,9,9,0.666,14.45,1,15.6,4,0,33.9,11,0
pro,annual,1,29,131,57.86,0,7,11,0.738,4.01,1,15.8,0,1,49.4,19,0
enterprise,monthly,1,41,11,172.28,0,7,12,0.815,9.71,1,3.4,4,2,9.3,6,0
pro,monthly,1,39,130,53.18,1,6,8,0.933,20.9,1,10.9,1,0,39.2,12,0
pro,annual,1,15,68,56.18,0,12,14,0.647,11.95,1,7.1,1,0,29.6,0,0
basic,monthly,0,44,194,21.03,1,8,16,0.719,19.05,0,8.2,2,2,24.8,22,0
enterprise,annual,0,1,99,153.3,0,14,14,0.325,10.53,0,10.3,8,0,-14.8,9,1
basic,monthly,1,16,152,28.18,0,10,12,0.528,14.39,1,7.5,5,1,6.2,18,1
enterprise,annual,1,29,61,234.1,0,16,10,0.694,11.17,0,16.6,2,1,51.0,0,0
pro,annual,1,25,15,62.41,0,8,11,0.576,9.38,1,2.7,2,0,39.3,15,0
basic,monthly,0,10,148,27.04,0,17,10,0.683,7.24,1,12.5,6,0,8.7,4,1
basic,monthly,0,9,45,28.69,0,18,11,0.526,12.71,1,12.1,2,1,37.9,5,0
pro,monthly,0,37,144,48.89,0,11,12,0.641,9.24,1,11.9,6,0,18.9,21,1
pro,monthly,1,42,93,61.01,0,6,10,0.529,8.24,1,5.1,2,1,24.5,13,0
basic,annual,0,32,194,30.88,1,16,17,0.479,6.15,1,3.1,1,1,49.0,21,0
pro,monthly,1,25,71,49.48,1,16,11,0.309,9.91,1,13.6,1,2,39.8,5,0
pro,monthly,0,37,80,52.32,0,11,14,0.613,13.93,1,4.6,2,3,53.8,12,1
basic,monthly,1,11,148,27.94,0,10,10,0.295,9.03,1,18.6,2,0,-4.6,0,0
basic,monthly,1,46,157,23.38,0,5,7,0.828,11.96,1,11.9,2,1,56.2,13,0
basic,annual,1,5,26,24.45,0,19,16,0.682,16.66,1,12.4,2,0,48.8,7,0
pro,monthly,1,28,148,58.91,1,13,14,0.834,8.14,0,17.7,1,0,44.7,13,0
basic,monthly,0,16,98,20.13,0,9,9,0.312,15.28,0,21.9,0,0,34.7,21,0
